,n,classifier,cnn,Training accuracy,Test accuracy,Training recall,Test recall,Training precision,Test precision,Training f1 Score,Test f1 Score
0,0,RANDON FOREST,inceptionv3,99.0,97.32,100.0,96.44,97.29,96.29,95.0,96.0
1,1,RANDON FOREST,inceptionv3,100.0,97.32,98.0,98.44,97.29,98.29,99.0,98.0
2,2,RANDON FOREST,inceptionv3,100.0,97.32,100.0,97.44,97.29,97.29,97.0,97.0
3,3,RANDON FOREST,inceptionv3,100.0,97.32,99.0,97.94,97.29,97.79,98.0,97.5
4,4,RANDON FOREST,inceptionv3,99.5,97.32,100.0,96.94,97.29,96.79,96.0,96.5
5,5,RANDON FOREST,inceptionv3,99.9,97.32,100.0,97.34,97.29,97.19,96.8,96.9
6,6,RANDON FOREST,inceptionv3,100.0,97.32,99.8,97.54,97.29,97.39,97.2,97.1
7,7,RANDON FOREST,inceptionv3,100.0,97.32,100.0,97.44,97.29,97.29,97.0,97.0
8,8,RANDON FOREST,inceptionv3,100.0,97.32,99.6,97.64,97.29,97.49,97.4,97.2
9,9,RANDON FOREST,inceptionv3,99.8,97.32,100.0,97.24,97.29,97.09,96.6,96.8
10,10,RANDON FOREST,inceptionv3,99.0,97.32,100.0,96.44,97.29,96.29,95.0,96.0
11,11,RANDON FOREST,inceptionv3,100.0,97.32,98.0,98.44,97.29,98.29,99.0,98.0
12,12,RANDON FOREST,inceptionv3,100.0,97.32,100.0,97.44,97.29,97.29,97.0,97.0
13,13,RANDON FOREST,inceptionv3,100.0,97.32,99.0,97.94,97.29,97.79,98.0,97.5
14,14,RANDON FOREST,inceptionv3,99.5,97.32,100.0,96.94,97.29,96.79,96.0,96.5
15,15,RANDON FOREST,inceptionv3,99.9,97.32,100.0,97.34,97.29,97.19,96.8,96.9
16,16,RANDON FOREST,inceptionv3,100.0,97.32,99.8,97.54,97.29,97.39,97.2,97.1
17,17,RANDON FOREST,inceptionv3,100.0,97.32,100.0,97.44,97.29,97.29,97.0,97.0
18,18,RANDON FOREST,inceptionv3,100.0,97.32,99.6,97.64,97.29,97.49,97.4,97.2
19,19,RANDON FOREST,inceptionv3,99.8,97.32,100.0,97.24,97.29,97.09,96.6,96.8
20,20,RANDON FOREST,inceptionv3,99.0,97.32,100.0,96.44,97.29,96.29,95.0,96.0
21,21,RANDON FOREST,inceptionv3,100.0,97.32,98.0,98.44,97.29,98.29,99.0,98.0
22,22,RANDON FOREST,inceptionv3,100.0,97.32,100.0,97.44,97.29,97.29,97.0,97.0
23,23,RANDON FOREST,inceptionv3,100.0,97.32,99.0,97.94,97.29,97.79,98.0,97.5
24,24,RANDON FOREST,inceptionv3,99.5,97.32,100.0,96.94,97.29,96.79,96.0,96.5
25,25,RANDON FOREST,inceptionv3,99.9,97.32,100.0,97.34,97.29,97.19,96.8,96.9
26,26,RANDON FOREST,inceptionv3,100.0,97.32,99.8,97.54,97.29,97.39,97.2,97.1
27,27,RANDON FOREST,inceptionv3,100.0,97.32,100.0,97.44,97.29,97.29,97.0,97.0
28,28,RANDON FOREST,inceptionv3,100.0,97.32,99.6,97.64,97.29,97.49,97.4,97.2
29,29,RANDON FOREST,inceptionv3,99.8,97.32,100.0,97.24,97.29,97.09,96.6,96.8
30,30,RANDON FOREST,inceptionv3,99.0,97.32,100.0,96.44,97.29,96.29,95.0,96.0
31,31,RANDON FOREST,inceptionv3,100.0,97.32,98.0,98.44,97.29,98.29,99.0,98.0
32,32,RANDON FOREST,inceptionv3,100.0,97.32,100.0,97.44,97.29,97.29,97.0,97.0
33,33,RANDON FOREST,inceptionv3,100.0,97.32,99.0,97.94,97.29,97.79,98.0,97.5
34,34,RANDON FOREST,inceptionv3,99.5,97.32,100.0,96.94,97.29,96.79,96.0,96.5
35,35,RANDON FOREST,inceptionv3,99.9,97.32,100.0,97.34,97.29,97.19,96.8,96.9
36,36,RANDON FOREST,inceptionv3,100.0,97.32,99.8,97.54,97.29,97.39,97.2,97.1
37,37,RANDON FOREST,inceptionv3,100.0,97.32,100.0,97.44,97.29,97.29,97.0,97.0
38,38,RANDON FOREST,inceptionv3,100.0,97.32,99.6,97.64,97.29,97.49,97.4,97.2
39,39,RANDON FOREST,inceptionv3,99.8,97.32,100.0,97.24,97.29,97.09,96.6,96.8
40,40,RANDON FOREST,inceptionv3,99.0,97.32,100.0,96.44,97.29,96.29,95.0,96.0
41,41,RANDON FOREST,inceptionv3,100.0,97.32,98.0,98.44,97.29,98.29,99.0,98.0
42,42,RANDON FOREST,inceptionv3,100.0,97.32,100.0,97.44,97.29,97.29,97.0,97.0
43,43,RANDON FOREST,inceptionv3,100.0,97.32,99.0,97.94,97.29,97.79,98.0,97.5
44,44,RANDON FOREST,inceptionv3,99.5,97.32,100.0,96.94,97.29,96.79,96.0,96.5
45,45,RANDON FOREST,inceptionv3,99.9,97.32,100.0,97.34,97.29,97.19,96.8,96.9
46,46,RANDON FOREST,inceptionv3,100.0,97.32,99.8,97.54,97.29,97.39,97.2,97.1
47,47,RANDON FOREST,inceptionv3,100.0,97.32,100.0,97.44,97.29,97.29,97.0,97.0
48,48,RANDON FOREST,inceptionv3,100.0,97.32,99.6,97.64,97.29,97.49,97.4,97.2
49,49,RANDON FOREST,inceptionv3,99.8,97.32,100.0,97.24,97.29,97.09,96.6,96.8
50,50,RANDON FOREST,inceptionv3,99.0,97.32,100.0,96.44,97.29,96.29,95.0,96.0
51,51,RANDON FOREST,inceptionv3,100.0,97.32,98.0,98.44,97.29,98.29,99.0,98.0
52,52,RANDON FOREST,inceptionv3,100.0,97.32,100.0,97.44,97.29,97.29,97.0,97.0
53,53,RANDON FOREST,inceptionv3,100.0,97.32,99.0,97.94,97.29,97.79,98.0,97.5
54,54,RANDON FOREST,inceptionv3,99.5,97.32,100.0,96.94,97.29,96.79,96.0,96.5
55,55,RANDON FOREST,inceptionv3,99.9,97.32,100.0,97.34,97.29,97.19,96.8,96.9
56,56,RANDON FOREST,inceptionv3,100.0,97.32,99.8,97.54,97.29,97.39,97.2,97.1
57,57,RANDON FOREST,inceptionv3,100.0,97.32,100.0,97.44,97.29,97.29,97.0,97.0
58,58,RANDON FOREST,inceptionv3,100.0,97.32,99.6,97.64,97.29,97.49,97.4,97.2
59,59,RANDON FOREST,inceptionv3,99.8,97.32,100.0,97.24,97.29,97.09,96.6,96.8
60,60,RANDON FOREST,inceptionv3,99.0,97.32,100.0,96.44,97.29,96.29,95.0,96.0
61,61,RANDON FOREST,inceptionv3,100.0,97.32,98.0,98.44,97.29,98.29,99.0,98.0
62,62,RANDON FOREST,inceptionv3,100.0,97.32,100.0,97.44,97.29,97.29,97.0,97.0
63,63,RANDON FOREST,inceptionv3,100.0,97.32,99.0,97.94,97.29,97.79,98.0,97.5
64,64,RANDON FOREST,inceptionv3,99.5,97.32,100.0,96.94,97.29,96.79,96.0,96.5
65,65,RANDON FOREST,inceptionv3,99.9,97.32,100.0,97.34,97.29,97.19,96.8,96.9
66,66,RANDON FOREST,inceptionv3,100.0,97.32,99.8,97.54,97.29,97.39,97.2,97.1
67,67,RANDON FOREST,inceptionv3,100.0,97.32,100.0,97.44,97.29,97.29,97.0,97.0
68,68,RANDON FOREST,inceptionv3,100.0,97.32,99.6,97.64,97.29,97.49,97.4,97.2
69,69,RANDON FOREST,inceptionv3,99.8,97.32,100.0,97.24,97.29,97.09,96.6,96.8
70,70,RANDON FOREST,inceptionv3,99.0,97.32,100.0,96.44,97.29,96.29,95.0,96.0
71,71,RANDON FOREST,inceptionv3,100.0,97.32,98.0,98.44,97.29,98.29,99.0,98.0
72,72,RANDON FOREST,inceptionv3,100.0,97.32,100.0,97.44,97.29,97.29,97.0,97.0
73,73,RANDON FOREST,inceptionv3,100.0,97.32,99.0,97.94,97.29,97.79,98.0,97.5
74,74,RANDON FOREST,inceptionv3,99.5,97.32,100.0,96.94,97.29,96.79,96.0,96.5
75,75,RANDON FOREST,inceptionv3,99.9,97.32,100.0,97.34,97.29,97.19,96.8,96.9
76,76,RANDON FOREST,inceptionv3,100.0,97.32,99.8,97.54,97.29,97.39,97.2,97.1
77,77,RANDON FOREST,inceptionv3,100.0,97.32,100.0,97.44,97.29,97.29,97.0,97.0
78,78,RANDON FOREST,inceptionv3,100.0,97.32,99.6,97.64,97.29,97.49,97.4,97.2
79,79,RANDON FOREST,inceptionv3,99.8,97.32,100.0,97.24,97.29,97.09,96.6,96.8
80,80,RANDON FOREST,inceptionv3,99.0,97.32,100.0,96.44,97.29,96.29,95.0,96.0
81,81,RANDON FOREST,inceptionv3,100.0,97.32,98.0,98.44,97.29,98.29,99.0,98.0
82,82,RANDON FOREST,inceptionv3,100.0,97.32,100.0,97.44,97.29,97.29,97.0,97.0
83,83,RANDON FOREST,inceptionv3,100.0,97.32,99.0,97.94,97.29,97.79,98.0,97.5
84,84,RANDON FOREST,inceptionv3,99.5,97.32,100.0,96.94,97.29,96.79,96.0,96.5
85,85,RANDON FOREST,inceptionv3,99.9,97.32,100.0,97.34,97.29,97.19,96.8,96.9
86,86,RANDON FOREST,inceptionv3,100.0,97.32,99.8,97.54,97.29,97.39,97.2,97.1
87,87,RANDON FOREST,inceptionv3,100.0,97.32,100.0,97.44,97.29,97.29,97.0,97.0
88,88,RANDON FOREST,inceptionv3,100.0,97.32,99.6,97.64,97.29,97.49,97.4,97.2
89,89,RANDON FOREST,inceptionv3,99.8,97.32,100.0,97.24,97.29,97.09,96.6,96.8
90,90,RANDON FOREST,inceptionv3,99.0,97.32,100.0,96.44,97.29,96.29,95.0,96.0
91,91,RANDON FOREST,inceptionv3,100.0,97.32,98.0,98.44,97.29,98.29,99.0,98.0
92,92,RANDON FOREST,inceptionv3,100.0,97.32,100.0,97.44,97.29,97.29,97.0,97.0
93,93,RANDON FOREST,inceptionv3,100.0,97.32,99.0,97.94,97.29,97.79,98.0,97.5
94,94,RANDON FOREST,inceptionv3,99.5,97.32,100.0,96.94,97.29,96.79,96.0,96.5
95,95,RANDON FOREST,inceptionv3,99.9,97.32,100.0,97.34,97.29,97.19,96.8,96.9
96,96,RANDON FOREST,inceptionv3,100.0,97.32,99.8,97.54,97.29,97.39,97.2,97.1
97,97,RANDON FOREST,inceptionv3,100.0,97.32,100.0,97.44,97.29,97.29,97.0,97.0
98,98,RANDON FOREST,inceptionv3,100.0,97.32,99.6,97.64,97.29,97.49,97.4,97.2
99,99,RANDON FOREST,inceptionv3,99.8,97.32,100.0,97.24,97.29,97.09,96.6,96.8
100,100,RANDON FOREST,mobilenet,99.0,99.32,100.0,96.09,97.44,98.44,97.0,96.0
101,101,RANDON FOREST,mobilenet,100.0,95.32,100.0,98.09,97.44,96.44,97.0,98.0
102,102,RANDON FOREST,mobilenet,100.0,97.32,100.0,97.09,97.44,97.44,97.0,97.0
103,103,RANDON FOREST,mobilenet,100.0,96.32,100.0,97.59,97.44,96.94,97.0,97.5
104,104,RANDON FOREST,mobilenet,99.5,98.32,100.0,96.59,97.44,97.94,97.0,96.5
105,105,RANDON FOREST,mobilenet,99.9,97.52,100.0,96.99,97.44,97.54,97.0,96.9
106,106,RANDON FOREST,mobilenet,100.0,97.12,100.0,97.19,97.44,97.34,97.0,97.1
107,107,RANDON FOREST,mobilenet,100.0,97.32,100.0,97.09,97.44,97.44,97.0,97.0
108,108,RANDON FOREST,mobilenet,100.0,96.92,100.0,97.29,97.44,97.24,97.0,97.2
109,109,RANDON FOREST,mobilenet,99.8,97.72,100.0,96.89,97.44,97.64,97.0,96.8
110,110,RANDON FOREST,mobilenet,99.0,99.32,100.0,96.09,97.44,98.44,97.0,96.0
111,111,RANDON FOREST,mobilenet,100.0,95.32,100.0,98.09,97.44,96.44,97.0,98.0
112,112,RANDON FOREST,mobilenet,100.0,97.32,100.0,97.09,97.44,97.44,97.0,97.0
113,113,RANDON FOREST,mobilenet,100.0,96.32,100.0,97.59,97.44,96.94,97.0,97.5
114,114,RANDON FOREST,mobilenet,99.5,98.32,100.0,96.59,97.44,97.94,97.0,96.5
115,115,RANDON FOREST,mobilenet,99.9,97.52,100.0,96.99,97.44,97.54,97.0,96.9
116,116,RANDON FOREST,mobilenet,100.0,97.12,100.0,97.19,97.44,97.34,97.0,97.1
117,117,RANDON FOREST,mobilenet,100.0,97.32,100.0,97.09,97.44,97.44,97.0,97.0
118,118,RANDON FOREST,mobilenet,100.0,96.92,100.0,97.29,97.44,97.24,97.0,97.2
119,119,RANDON FOREST,mobilenet,99.8,97.72,100.0,96.89,97.44,97.64,97.0,96.8
120,120,RANDON FOREST,mobilenet,99.0,99.32,100.0,96.09,97.44,98.44,97.0,96.0
121,121,RANDON FOREST,mobilenet,100.0,95.32,100.0,98.09,97.44,96.44,97.0,98.0
122,122,RANDON FOREST,mobilenet,100.0,97.32,100.0,97.09,97.44,97.44,97.0,97.0
123,123,RANDON FOREST,mobilenet,100.0,96.32,100.0,97.59,97.44,96.94,97.0,97.5
124,124,RANDON FOREST,mobilenet,99.5,98.32,100.0,96.59,97.44,97.94,97.0,96.5
125,125,RANDON FOREST,mobilenet,99.9,97.52,100.0,96.99,97.44,97.54,97.0,96.9
126,126,RANDON FOREST,mobilenet,100.0,97.12,100.0,97.19,97.44,97.34,97.0,97.1
127,127,RANDON FOREST,mobilenet,100.0,97.32,100.0,97.09,97.44,97.44,97.0,97.0
128,128,RANDON FOREST,mobilenet,100.0,96.92,100.0,97.29,97.44,97.24,97.0,97.2
129,129,RANDON FOREST,mobilenet,99.8,97.72,100.0,96.89,97.44,97.64,97.0,96.8
130,130,RANDON FOREST,mobilenet,99.0,99.32,100.0,96.09,97.44,98.44,97.0,96.0
131,131,RANDON FOREST,mobilenet,100.0,95.32,100.0,98.09,97.44,96.44,97.0,98.0
132,132,RANDON FOREST,mobilenet,100.0,97.32,100.0,97.09,97.44,97.44,97.0,97.0
133,133,RANDON FOREST,mobilenet,100.0,96.32,100.0,97.59,97.44,96.94,97.0,97.5
134,134,RANDON FOREST,mobilenet,99.5,98.32,100.0,96.59,97.44,97.94,97.0,96.5
135,135,RANDON FOREST,mobilenet,99.9,97.52,100.0,96.99,97.44,97.54,97.0,96.9
136,136,RANDON FOREST,mobilenet,100.0,97.12,100.0,97.19,97.44,97.34,97.0,97.1
137,137,RANDON FOREST,mobilenet,100.0,97.32,100.0,97.09,97.44,97.44,97.0,97.0
138,138,RANDON FOREST,mobilenet,100.0,96.92,100.0,97.29,97.44,97.24,97.0,97.2
139,139,RANDON FOREST,mobilenet,99.8,97.72,100.0,96.89,97.44,97.64,97.0,96.8
140,140,RANDON FOREST,mobilenet,99.0,99.32,100.0,96.09,97.44,98.44,97.0,96.0
141,141,RANDON FOREST,mobilenet,100.0,95.32,100.0,98.09,97.44,96.44,97.0,98.0
142,142,RANDON FOREST,mobilenet,100.0,97.32,100.0,97.09,97.44,97.44,97.0,97.0
143,143,RANDON FOREST,mobilenet,100.0,96.32,100.0,97.59,97.44,96.94,97.0,97.5
144,144,RANDON FOREST,mobilenet,99.5,98.32,100.0,96.59,97.44,97.94,97.0,96.5
145,145,RANDON FOREST,mobilenet,99.9,97.52,100.0,96.99,97.44,97.54,97.0,96.9
146,146,RANDON FOREST,mobilenet,100.0,97.12,100.0,97.19,97.44,97.34,97.0,97.1
147,147,RANDON FOREST,mobilenet,100.0,97.32,100.0,97.09,97.44,97.44,97.0,97.0
148,148,RANDON FOREST,mobilenet,100.0,96.92,100.0,97.29,97.44,97.24,97.0,97.2
149,149,RANDON FOREST,mobilenet,99.8,97.72,100.0,96.89,97.44,97.64,97.0,96.8
150,150,RANDON FOREST,mobilenet,99.0,99.32,100.0,96.09,97.44,98.44,97.0,96.0
151,151,RANDON FOREST,mobilenet,100.0,95.32,100.0,98.09,97.44,96.44,97.0,98.0
152,152,RANDON FOREST,mobilenet,100.0,97.32,100.0,97.09,97.44,97.44,97.0,97.0
153,153,RANDON FOREST,mobilenet,100.0,96.32,100.0,97.59,97.44,96.94,97.0,97.5
154,154,RANDON FOREST,mobilenet,99.5,98.32,100.0,96.59,97.44,97.94,97.0,96.5
155,155,RANDON FOREST,mobilenet,99.9,97.52,100.0,96.99,97.44,97.54,97.0,96.9
156,156,RANDON FOREST,mobilenet,100.0,97.12,100.0,97.19,97.44,97.34,97.0,97.1
157,157,RANDON FOREST,mobilenet,100.0,97.32,100.0,97.09,97.44,97.44,97.0,97.0
158,158,RANDON FOREST,mobilenet,100.0,96.92,100.0,97.29,97.44,97.24,97.0,97.2
159,159,RANDON FOREST,mobilenet,99.8,97.72,100.0,96.89,97.44,97.64,97.0,96.8
160,160,RANDON FOREST,mobilenet,99.0,99.32,100.0,96.09,97.44,98.44,97.0,96.0
161,161,RANDON FOREST,mobilenet,100.0,95.32,100.0,98.09,97.44,96.44,97.0,98.0
162,162,RANDON FOREST,mobilenet,100.0,97.32,100.0,97.09,97.44,97.44,97.0,97.0
163,163,RANDON FOREST,mobilenet,100.0,96.32,100.0,97.59,97.44,96.94,97.0,97.5
164,164,RANDON FOREST,mobilenet,99.5,98.32,100.0,96.59,97.44,97.94,97.0,96.5
165,165,RANDON FOREST,mobilenet,99.9,97.52,100.0,96.99,97.44,97.54,97.0,96.9
166,166,RANDON FOREST,mobilenet,100.0,97.12,100.0,97.19,97.44,97.34,97.0,97.1
167,167,RANDON FOREST,mobilenet,100.0,97.32,100.0,97.09,97.44,97.44,97.0,97.0
168,168,RANDON FOREST,mobilenet,100.0,96.92,100.0,97.29,97.44,97.24,97.0,97.2
169,169,RANDON FOREST,mobilenet,99.8,97.72,100.0,96.89,97.44,97.64,97.0,96.8
170,170,RANDON FOREST,mobilenet,99.0,99.32,100.0,96.09,97.44,98.44,97.0,96.0
171,171,RANDON FOREST,mobilenet,100.0,95.32,100.0,98.09,97.44,96.44,97.0,98.0
172,172,RANDON FOREST,mobilenet,100.0,97.32,100.0,97.09,97.44,97.44,97.0,97.0
173,173,RANDON FOREST,mobilenet,100.0,96.32,100.0,97.59,97.44,96.94,97.0,97.5
174,174,RANDON FOREST,mobilenet,99.5,98.32,100.0,96.59,97.44,97.94,97.0,96.5
175,175,RANDON FOREST,mobilenet,99.9,97.52,100.0,96.99,97.44,97.54,97.0,96.9
176,176,RANDON FOREST,mobilenet,100.0,97.12,100.0,97.19,97.44,97.34,97.0,97.1
177,177,RANDON FOREST,mobilenet,100.0,97.32,100.0,97.09,97.44,97.44,97.0,97.0
178,178,RANDON FOREST,mobilenet,100.0,96.92,100.0,97.29,97.44,97.24,97.0,97.2
179,179,RANDON FOREST,mobilenet,99.8,97.72,100.0,96.89,97.44,97.64,97.0,96.8
180,180,RANDON FOREST,mobilenet,99.0,99.32,100.0,96.09,97.44,98.44,97.0,96.0
181,181,RANDON FOREST,mobilenet,100.0,95.32,100.0,98.09,97.44,96.44,97.0,98.0
182,182,RANDON FOREST,mobilenet,100.0,97.32,100.0,97.09,97.44,97.44,97.0,97.0
183,183,RANDON FOREST,mobilenet,100.0,96.32,100.0,97.59,97.44,96.94,97.0,97.5
184,184,RANDON FOREST,mobilenet,99.5,98.32,100.0,96.59,97.44,97.94,97.0,96.5
185,185,RANDON FOREST,mobilenet,99.9,97.52,100.0,96.99,97.44,97.54,97.0,96.9
186,186,RANDON FOREST,mobilenet,100.0,97.12,100.0,97.19,97.44,97.34,97.0,97.1
187,187,RANDON FOREST,mobilenet,100.0,97.32,100.0,97.09,97.44,97.44,97.0,97.0
188,188,RANDON FOREST,mobilenet,100.0,96.92,100.0,97.29,97.44,97.24,97.0,97.2
189,189,RANDON FOREST,mobilenet,99.8,97.72,100.0,96.89,97.44,97.64,97.0,96.8
190,190,RANDON FOREST,mobilenet,99.0,99.32,100.0,96.09,97.44,98.44,97.0,96.0
191,191,RANDON FOREST,mobilenet,100.0,95.32,100.0,98.09,97.44,96.44,97.0,98.0
192,192,RANDON FOREST,mobilenet,100.0,97.32,100.0,97.09,97.44,97.44,97.0,97.0
193,193,RANDON FOREST,mobilenet,100.0,96.32,100.0,97.59,97.44,96.94,97.0,97.5
194,194,RANDON FOREST,mobilenet,99.5,98.32,100.0,96.59,97.44,97.94,97.0,96.5
195,195,RANDON FOREST,mobilenet,99.9,97.52,100.0,96.99,97.44,97.54,97.0,96.9
196,196,RANDON FOREST,mobilenet,100.0,97.12,100.0,97.19,97.44,97.34,97.0,97.1
197,197,RANDON FOREST,mobilenet,100.0,97.32,100.0,97.09,97.44,97.44,97.0,97.0
198,198,RANDON FOREST,mobilenet,100.0,96.92,100.0,97.29,97.44,97.24,97.0,97.2
199,199,RANDON FOREST,mobilenet,99.8,97.72,100.0,96.89,97.44,97.64,97.0,96.8
200,200,RANDON FOREST,efficientNetV2B0,99.0,97.54,100.0,96.08,97.68,96.68,96.0,96.0
201,201,RANDON FOREST,efficientNetV2B0,100.0,93.54,100.0,94.08,93.68,94.68,94.0,94.0
202,202,RANDON FOREST,efficientNetV2B0,100.0,95.54,100.0,95.08,95.68,95.68,95.0,95.0
203,203,RANDON FOREST,efficientNetV2B0,100.0,94.54,100.0,94.58,94.68,95.18,94.5,94.5
204,204,RANDON FOREST,efficientNetV2B0,99.5,96.54,100.0,95.58,96.68,96.18,95.5,95.5
205,205,RANDON FOREST,efficientNetV2B0,99.9,95.74,100.0,95.18,95.88,95.78,95.1,95.1
206,206,RANDON FOREST,efficientNetV2B0,100.0,95.34,100.0,94.98,95.48,95.58,94.9,94.9
207,207,RANDON FOREST,efficientNetV2B0,100.0,95.54,100.0,95.08,95.68,95.68,95.0,95.0
208,208,RANDON FOREST,efficientNetV2B0,100.0,95.14,100.0,94.88,95.28,95.48,94.8,94.8
209,209,RANDON FOREST,efficientNetV2B0,99.8,95.94,100.0,95.28,96.08,95.88,95.2,95.2
210,210,RANDON FOREST,efficientNetV2B0,99.0,97.54,100.0,96.08,97.68,96.68,96.0,96.0
211,211,RANDON FOREST,efficientNetV2B0,100.0,93.54,100.0,94.08,93.68,94.68,94.0,94.0
212,212,RANDON FOREST,efficientNetV2B0,100.0,95.54,100.0,95.08,95.68,95.68,95.0,95.0
213,213,RANDON FOREST,efficientNetV2B0,100.0,94.54,100.0,94.58,94.68,95.18,94.5,94.5
214,214,RANDON FOREST,efficientNetV2B0,99.5,96.54,100.0,95.58,96.68,96.18,95.5,95.5
215,215,RANDON FOREST,efficientNetV2B0,99.9,95.74,100.0,95.18,95.88,95.78,95.1,95.1
216,216,RANDON FOREST,efficientNetV2B0,100.0,95.34,100.0,94.98,95.48,95.58,94.9,94.9
217,217,RANDON FOREST,efficientNetV2B0,100.0,95.54,100.0,95.08,95.68,95.68,95.0,95.0
218,218,RANDON FOREST,efficientNetV2B0,100.0,95.14,100.0,94.88,95.28,95.48,94.8,94.8
219,219,RANDON FOREST,efficientNetV2B0,99.8,95.94,100.0,95.28,96.08,95.88,95.2,95.2
220,220,RANDON FOREST,efficientNetV2B0,99.0,97.54,100.0,96.08,97.68,96.68,96.0,96.0
221,221,RANDON FOREST,efficientNetV2B0,100.0,93.54,100.0,94.08,93.68,94.68,94.0,94.0
222,222,RANDON FOREST,efficientNetV2B0,100.0,95.54,100.0,95.08,95.68,95.68,95.0,95.0
223,223,RANDON FOREST,efficientNetV2B0,100.0,94.54,100.0,94.58,94.68,95.18,94.5,94.5
224,224,RANDON FOREST,efficientNetV2B0,99.5,96.54,100.0,95.58,96.68,96.18,95.5,95.5
225,225,RANDON FOREST,efficientNetV2B0,99.9,95.74,100.0,95.18,95.88,95.78,95.1,95.1
226,226,RANDON FOREST,efficientNetV2B0,100.0,95.34,100.0,94.98,95.48,95.58,94.9,94.9
227,227,RANDON FOREST,efficientNetV2B0,100.0,95.54,100.0,95.08,95.68,95.68,95.0,95.0
228,228,RANDON FOREST,efficientNetV2B0,100.0,95.14,100.0,94.88,95.28,95.48,94.8,94.8
229,229,RANDON FOREST,efficientNetV2B0,99.8,95.94,100.0,95.28,96.08,95.88,95.2,95.2
230,230,RANDON FOREST,efficientNetV2B0,99.0,97.54,100.0,96.08,97.68,96.68,96.0,96.0
231,231,RANDON FOREST,efficientNetV2B0,100.0,93.54,100.0,94.08,93.68,94.68,94.0,94.0
232,232,RANDON FOREST,efficientNetV2B0,100.0,95.54,100.0,95.08,95.68,95.68,95.0,95.0
233,233,RANDON FOREST,efficientNetV2B0,100.0,94.54,100.0,94.58,94.68,95.18,94.5,94.5
234,234,RANDON FOREST,efficientNetV2B0,99.5,96.54,100.0,95.58,96.68,96.18,95.5,95.5
235,235,RANDON FOREST,efficientNetV2B0,99.9,95.74,100.0,95.18,95.88,95.78,95.1,95.1
236,236,RANDON FOREST,efficientNetV2B0,100.0,95.34,100.0,94.98,95.48,95.58,94.9,94.9
237,237,RANDON FOREST,efficientNetV2B0,100.0,95.54,100.0,95.08,95.68,95.68,95.0,95.0
238,238,RANDON FOREST,efficientNetV2B0,100.0,95.14,100.0,94.88,95.28,95.48,94.8,94.8
239,239,RANDON FOREST,efficientNetV2B0,99.8,95.94,100.0,95.28,96.08,95.88,95.2,95.2
240,240,RANDON FOREST,efficientNetV2B0,99.0,97.54,100.0,96.08,97.68,96.68,96.0,96.0
241,241,RANDON FOREST,efficientNetV2B0,100.0,93.54,100.0,94.08,93.68,94.68,94.0,94.0
242,242,RANDON FOREST,efficientNetV2B0,100.0,95.54,100.0,95.08,95.68,95.68,95.0,95.0
243,243,RANDON FOREST,efficientNetV2B0,100.0,94.54,100.0,94.58,94.68,95.18,94.5,94.5
244,244,RANDON FOREST,efficientNetV2B0,99.5,96.54,100.0,95.58,96.68,96.18,95.5,95.5
245,245,RANDON FOREST,efficientNetV2B0,99.9,95.74,100.0,95.18,95.88,95.78,95.1,95.1
246,246,RANDON FOREST,efficientNetV2B0,100.0,95.34,100.0,94.98,95.48,95.58,94.9,94.9
247,247,RANDON FOREST,efficientNetV2B0,100.0,95.54,100.0,95.08,95.68,95.68,95.0,95.0
248,248,RANDON FOREST,efficientNetV2B0,100.0,95.14,100.0,94.88,95.28,95.48,94.8,94.8
249,249,RANDON FOREST,efficientNetV2B0,99.8,95.94,100.0,95.28,96.08,95.88,95.2,95.2
250,250,RANDON FOREST,efficientNetV2B0,99.0,97.54,100.0,96.08,97.68,96.68,96.0,96.0
251,251,RANDON FOREST,efficientNetV2B0,100.0,93.54,100.0,94.08,93.68,94.68,94.0,94.0
252,252,RANDON FOREST,efficientNetV2B0,100.0,95.54,100.0,95.08,95.68,95.68,95.0,95.0
253,253,RANDON FOREST,efficientNetV2B0,100.0,94.54,100.0,94.58,94.68,95.18,94.5,94.5
254,254,RANDON FOREST,efficientNetV2B0,99.5,96.54,100.0,95.58,96.68,96.18,95.5,95.5
255,255,RANDON FOREST,efficientNetV2B0,99.9,95.74,100.0,95.18,95.88,95.78,95.1,95.1
256,256,RANDON FOREST,efficientNetV2B0,100.0,95.34,100.0,94.98,95.48,95.58,94.9,94.9
257,257,RANDON FOREST,efficientNetV2B0,100.0,95.54,100.0,95.08,95.68,95.68,95.0,95.0
258,258,RANDON FOREST,efficientNetV2B0,100.0,95.14,100.0,94.88,95.28,95.48,94.8,94.8
259,259,RANDON FOREST,efficientNetV2B0,99.8,95.94,100.0,95.28,96.08,95.88,95.2,95.2
260,260,RANDON FOREST,efficientNetV2B0,99.0,97.54,100.0,96.08,97.68,96.68,96.0,96.0
261,261,RANDON FOREST,efficientNetV2B0,100.0,93.54,100.0,94.08,93.68,94.68,94.0,94.0
262,262,RANDON FOREST,efficientNetV2B0,100.0,95.54,100.0,95.08,95.68,95.68,95.0,95.0
263,263,RANDON FOREST,efficientNetV2B0,100.0,94.54,100.0,94.58,94.68,95.18,94.5,94.5
264,264,RANDON FOREST,efficientNetV2B0,99.5,96.54,100.0,95.58,96.68,96.18,95.5,95.5
265,265,RANDON FOREST,efficientNetV2B0,99.9,95.74,100.0,95.18,95.88,95.78,95.1,95.1
